brand,name,price,year,damage,last_seen
opel,Opel Astra F als !!!TOP ERSATZTEILLAGER!!!,300,1996,ja,2016-04-05 19:17:21
opel,Opel Astra 1.6 Motor,1000,1994,,2016-03-11 16:15:46
opel,Opel Corsa,100,1997,ja,2016-03-17 15:17:08
opel,Opel Astra 1.6 Caravan Elegance,1000,1999,,2016-04-06 21:45:12
opel,Opel Vectra 1.6,500,1995,,2016-04-01 18:49:43
opel,Opel Astra GTC 1.8 Sport,5400,2006,,2016-04-06 18:19:30
opel,Opel VECTRA B CC GUT GEFLEHT,750,1997,,2016-03-24 13:45:10
opel,Opel Astra GTC 2.0 CDTI ecoFLEX Start/Stop Active,16990,2013,,2016-04-07 14:57:42
opel,OPEL CORSA 1.0 1.HAND 95.000KM,150,1994,,2016-04-07 13:17:14
opel,Opel Astra Cabrio 1.6 16V,3490,2004,,2016-04-06 03:46:37
opel,Opel Calibra,450,1993,ja,2016-04-06 16:15:35
opel,Opel Vectra 1.8   Bj 2000,1200,2001,,2016-03-11 03:46:00
opel,Opel Tigra 1.6i 16V,1350,1997,,2016-03-22 22:16:55
opel,Opel Astra 1.8 Caravan Sport,6100,2008,,2016-04-06 15:16:19
opel,Opel Meriva,2550,2003,,2016-04-06 04:45:40
opel,Opel Corsa B  1.2 16v,250,2000,,2016-04-03 12:47:23
opel,Opel Vectra 1.9 CDTI Caravan Automatik,2500,2006,ja,2016-03-20 12:49:15
opel,Opel Corsa B 1.0 12V,1300,2000,,2016-03-29 21:45:09
opel,Opel Astra F 1 6 Caravan  TÜV Oktober 2017 71PS 82000km,1200,1993,,2016-04-06 12:46:12
opel,Opel Astra 1.6 Caravan,1600,2001,,2016-03-16 17:46:22
opel,Opel Corsa 1.2 klima Model 2002 ALU TUV,2150,2001,,2016-03-28 16:15:38
opel,Opel Corsa World Cup Sport,900,1998,ja,2016-04-07 04:15:59
opel,Opel Vectra 1.6,1400,2002,ja,2016-03-09 05:44:17
opel,Opel Corsa 1.2 City,399,1995,,2016-04-07 06:46:42
opel,Opel Insignia,11000,2010,,2016-04-07 05:44:38
opel,Opel Astra H/GTC  1 6 Liter,4750,2006,,2016-03-27 12:15:35
opel,Opel Adam 1.4 Glam,10500,2013,,2016-04-05 19:15:27
opel,Opel Corsa b,1000,2017,,2016-04-06 21:46:50
opel,Opel Corsa 1.0 12V Njoy,1000,2003,,2016-03-27 18:50:50
opel,Gepflegter Astra im gutem Zustand,1000,1998,,2016-04-04 23:15:25
opel,Opel Corsa  B,400,1996,,2016-03-22 18:15:55
opel,Opel Corsa 1 0 12v,200,2016,ja,2016-04-06 08:45:59
opel,Zu verkaufen,400,2000,,2016-03-09 15:42:18
opel,Opel Corsa 12V Eco Model 100,1250,1999,,2016-04-06 08:15:51
opel,Opel Astra Cabrio 2.0 16V Turbo,3500,2002,,2016-04-05 14:17:23
opel,Opel Vectra Exclusive 2.0 CD Turbo Diesel orignal 88000km,1700,1998,,2016-04-01 21:39:54
opel,OPEL CORSA B 1.4 60 PS AUTOMATIK GETRIEBE OHNE TÜV AN BASTLER,170,1994,ja,2016-04-06 19:16:18
opel,Opel Corsa B Automatik,345,1995,ja,2016-03-30 04:17:52
opel,Opel Astra 1.6 Caravan,1550,1998,,2016-04-05 19:45:22
opel,Vivaro 2.0 CDTI Life Westfalia Klima 7 Sitzer Euro 5,8000,2012,,2016-03-11 21:54:49
opel,Opel Astra,280,1995,,2016-04-06 07:46:33
opel,Opel Omega CD Automatik Tuev bis November 2016,350,1996,,2016-03-31 08:40:57
opel,Kleiner Stadtpflitzer,500,1993,,2016-03-20 21:47:58
opel,Opel Vectra 2.2,2500,2004,,2016-04-07 11:45:37
opel,opel corsa e neu,12500,2015,,2016-03-10 08:45:14
opel,Opel Astra 1.4 Turbo Active AHK,12900,2013,,2016-04-07 12:45:38
opel,Opel Corsa 1.4 16V BLACK&WHITE  OPC LINE  TÜV NEU,7500,2008,,2016-04-06 03:17:16
opel,Opel corsa B 1.2l,650,1999,,2016-03-15 15:49:50
opel,Opel Astra G 1.6 16V Automatik  4 Tuerig TOP Fahrzeug,1790,1999,,2016-04-06 01:46:40
opel,Opel Corsa 16V Edition 100 Tuev Neu! 1. Hand!,1299,1999,,2016-04-04 19:48:03
opel,Opel Astra G Coupe 147 PS,1300,2000,,2016-04-06 13:45:01
opel,Corsa C/ 55000 km/ TÜV 03/2018/ 2. Hand,1750,2001,,2016-03-09 14:44:12
opel,Opel Astra Cabrio 1.6 Bertone,800,1998,,2016-04-02 17:54:20
opel,OPEL astra Caravan Sport 1 6l 16v,1000,2018,,2016-03-28 21:18:34
opel,Opel Kadett E Life 45tkm,2999,1990,,2016-04-06 02:15:35
opel,Opel Astra Twin Top 1.6 Turbo,8490,2008,,2016-03-21 17:18:31
opel,Opel Vectra,550,1999,ja,2016-04-01 02:46:38
opel,Opel Astra Twin Top 1 6 Turbo Cosmo TOP,7800,2007,,2016-04-02 16:18:29
opel,Opel corsa b mit neuem TÜV,990,2018,,2016-03-18 15:48:41
opel,Opel Agila,650,2001,,2016-03-20 11:36:46
opel,Opel Astra 2.2 16V Coupe,2200,2002,,2016-04-05 23:45:58
opel,Opel Corsa C 1.0 Liter,850,2001,,2016-04-05 10:43:27
opel,Opel Astra 1.7 CDTI DPF,5500,2009,,2016-03-30 16:16:03
opel,Opel Corsa B City,150,1996,,2016-03-23 09:51:51
opel,Opel Corsa B Klima/Steuerkette,1350,1999,,2016-03-09 04:45:09
opel,Opel Tigra s93 Coupé,250,1996,ja,2016-04-07 03:16:19
opel,Opel Astra Cabrio 1.6i Bertone Edition,1350,1998,,2016-04-06 01:16:06
opel,Opel Zafira B 1 9 CDTI  grau  7 Sitzer,3500,2006,,2016-03-19 21:18:45
opel,automatic astra 1 6 kombi tuev neu,1850,1998,,2016-03-26 21:46:25
opel,Opel Zafira 1.9 CDTI Sport,4000,2006,ja,2016-03-07 19:47:32
opel,OPEL TIGRA 1.6   in gutem  fahrbereitem Zustand,1000,1995,,2016-04-02 12:17:52
opel,Hilfe! Verkaufe nicht! Brauche Hilfe.,0,1998,,2016-03-15 20:47:14
opel,Opel Vectra C  2.2  gute Preis,2500,2004,,2016-04-06 08:45:12
opel,Opel vectra b,1250,2017,ja,2016-03-14 14:16:13
opel,Opel Astra h gtc,8399,2009,,2016-04-05 23:44:41
opel,Opel Zafira 1.9 CDTI Automatik Sport,4750,2005,,2016-03-20 04:19:38
opel,Opel Astra,1749,1998,,2016-04-07 01:44:56
opel,Opel Astra J 1.4 Turbo Sport Edition,11750,2011,,2016-04-05 22:45:44
opel,Opel Vectra 2.2 DTI AUTOMATIK,1999,2002,,2016-03-09 16:45:11
opel,Vectra c 1.8 Benzin TÜV bis 01.2018,2200,2018,,2016-03-19 08:17:22
opel,Opel Meriva 1.6 16V Edition,3895,2007,,2016-04-06 13:45:28
opel,Corsa C  1 2   Klima,2750,2002,,2016-04-05 12:10:28
opel,Opel Vivaro 2.0 CDTI L1H1 DPF  9.Sitzer  Klima  AHK,12750,2012,,2016-04-05 01:18:12
opel,Opel Astra H,5500,2005,,2016-04-05 12:45:33
opel,OPEL Zafira 1.9 CDTI Spotz,6700,2006,,2016-03-20 23:47:14
opel,Opel vectra b,100,1999,,2016-04-07 09:45:26
opel,Opel Zafira,10499,2011,,2016-04-05 14:17:33
opel,Opel Zafira 2 2 DTI ELEGANCE in gepflegtem Zustand,1600,2002,,2016-04-04 13:17:19
opel,Opel Corsa,500,1998,,2016-04-03 15:31:13
opel,Opel corsa b,799,1999,,2016-04-06 01:15:45
opel,Opel Astra Automatik,1700,2000,,2016-03-11 05:46:22
opel,Opel Astra F CC     TÜV bis 03/18,999,1997,,2016-04-02 22:42:26
opel,Opel Astra 1.9 CDTI Caravan DPF,4850,2007,,2016-04-06 13:46:05
opel,Auto ist sauber,800,2000,,2016-04-07 05:16:30
opel,Opel Vectra 1.6,1250,1998,,2016-03-15 20:17:44
opel,Opel Zafira A auch Tausch gegen Diesel,2300,2017,,2016-03-15 04:45:08
opel,Astra G 1.6 16v,2800,2016,,2016-04-06 13:45:41
opel,Kleiner flitzer mit wenig km 10/2016 tuev,550,1996,,2016-03-17 07:47:20
opel,Opel Vectra 1 8 16V,1350,2000,,2016-03-22 17:45:24
opel,Opel Corsa 1.2 16V Sport,1500,2003,ja,2016-03-09 07:45:47
opel,Opel Corsa C,2150,2017,,2016-03-26 08:47:10
opel,Opel Corsa b 1.0 54 PS TÜV bis April 2017,699,2000,ja,2016-03-23 14:42:32
opel,Opel Zafira 1.6,6900,2006,,2016-04-07 05:17:40
opel,Verkaufe corsa b an bastler,210,2000,ja,2016-03-20 11:15:47
opel,Opel corsa b mit neue TÜV,600,1999,,2016-04-01 10:40:57
opel,Opel Vectra 1.8 Caravan,1649,1998,,2016-04-06 16:17:43
opel,Ordentlicher Opel Corsa B 1.2 TÜV 11/16 Webasto Standheizung,600,1996,,2016-04-02 11:16:01
opel,Opel Agila,1200,2002,,2016-03-09 10:44:27
opel,Opel Meriva 1.6 16V Enjoy,2900,2005,,2016-04-06 09:45:59
opel,Opel Astra H Gtc Sport,3800,2005,,2016-03-16 11:46:46
opel,Opel Corsa 1.4 16 V Innovation,8500,2011,,2016-04-05 23:47:03
opel,Opel Corsa 16V Edition 100   75 Tkm,1300,1999,,2016-04-04 00:15:59
opel,Opel Zafira 2.2 Selection Executive,799,2001,,2016-04-06 08:36:32
opel,Opel astra f cc 1.6 l,350,1998,ja,2016-03-27 10:52:40
opel,Opel astra kombi 2006,3800,2006,,2016-04-07 03:46:08
opel,Motorschaden,180,1997,ja,2016-04-06 18:46:55
opel,Opel Agila 1.2 16V,999,2001,ja,2016-04-05 08:52:52
opel,Opel Corsa C,950,2001,,2016-03-24 03:16:30
opel,AUTO ZU VERKAUFEN,600,1997,ja,2016-03-22 22:48:36
opel,Opel Corsa Tuev bis Ende 2016,2200,2003,,2016-04-05 07:44:24
opel,Meriva neuer TueV/AHK/Sitzheizung,4250,2008,,2016-03-16 00:16:31
opel,Opel Astra G Caravan  Kombi  2.0 Diesel,0,2004,ja,2016-04-02 02:17:25
opel,Opel Astra G 1.6 Automatik TÜV 12/17,1200,1998,,2016-03-16 06:16:30
opel,Opel Corsa B 1 4 BJ 1997  sehr gepflegt,500,1997,,2016-04-06 14:18:09
opel,Top gepflegter Diesel mit Tuev und Garantie,2999,2004,,2016-03-12 06:46:16
opel,Opel Corsa Grand Slam,650,1995,,2016-03-24 23:44:51
opel,Opel Astra Bj 1994 fuer Export,0,1995,,2016-04-04 09:16:48
opel,Opel ASTRA F mit Klima sehr sauber,1200,2017,,2016-04-06 02:44:57
opel,Opel Zafira,4600,2002,,2016-03-22 13:18:56
opel,Opel Vectra C 1 9 Cdti Kombi zu Verkaufen,2800,2005,,2016-04-05 14:46:22
opel,tuev 10 2016,950,2003,ja,2016-03-24 00:44:27
opel,Opel Vectra 1 6  16V  Edition 2000   fahrbereit  ,199,2000,ja,2016-03-28 09:17:45
opel,Opel Omega 2.0l 16V Xenon Klima ZV TÜV AHK 8 Fach bereift!,550,1996,ja,2016-03-16 07:46:12
opel,Opel Corsa B   1.4 16V 90PS   Tuev 3.2017   5 Tuerer,0,1997,,2016-04-04 07:17:35
opel,Opel Vivaro 1.9 CDTI L1H1 Life  Westfalia Ausstattung,5500,2003,,2016-03-08 18:17:14
opel,Opel Astra 1.7 CDTI DPF Sports Tourer Navi Leder Alu,6800,2012,,2016-03-23 11:46:32
opel,Opel Astra Cabrio 1.6 16V  Bertone,2950,2003,,2016-04-05 12:47:11
opel,Opel Corsa B,499,1998,,2016-03-18 13:41:55
opel,Opel Insignia 2.0 CDTI 4x4 Aut. Innovation,18450,2012,,2016-04-06 13:44:53
opel,Opel Vectra 1.6,590,1998,,2016-03-18 01:16:59
opel,Opel Vectra Sport 1 8 16V 115PS,900,1997,,2016-04-07 07:46:01
opel,NTausche OPEL ZAFIRA A,0,2000,,2016-03-14 07:46:35
opel,Opel Meriva 1.6 16V Easytronic  Essentia ,4000,2003,,2016-04-06 21:17:56
opel,Opel Movano 2 5l cdti Motorschaden,3599,2006,,2016-03-20 09:44:57
opel,Opel Astra 1.6 Njoy,2350,2003,,2016-03-06 03:45:54
opel,Opel corsa c 1 0/ 43kW,1,2001,ja,2016-03-29 20:47:30
opel,Opel Astra 2.2 16V Coupe | TÜV neu | Leder | Klima,2150,2001,,2016-03-17 00:18:03
opel,Opel Zafira B,3900,2005,,2016-03-13 04:16:16
opel,Top zustand keine rost,750,2018,,2016-04-06 12:17:49
opel,Opel Corsa 1.2 mit Tuev,750,2003,,2016-03-20 12:18:17
opel,Opel C Corsa Euro 4 mit TÜV / Gruene Plake / Schiebedach,1750,2002,,2016-03-22 04:44:53
opel,Opel Vectra A 1 8i Fliessheck 1Hand TÜV 03/2018 Neu,990,1995,,2016-03-22 19:16:44
opel,Opel vectra 1.8,599,1997,,2016-04-06 07:17:53
opel,Opel Zafira 1.8 Innovation,7900,2008,,2016-04-04 17:16:51
opel,OPEL CORSA EDITION 2000 TÜV! 1.HAND++RENTNERFAHREUG++SERVO++!,690,2000,,2016-03-09 14:47:52
opel,Opel Astra 1.8 Caravan Sportive 08/2017 TÜV Top Zustand,1399,1998,,2016-03-30 11:47:08
opel,Opel Astra 2.0 DTI Caravan,1600,2004,,2016-03-19 10:50:16
opel,Opel Astra G CC. 1.6 Klimaanlage,1600,1999,,2016-04-06 15:44:50
opel,Opel Corsa,649,2000,,2016-04-05 11:54:49
opel,Verkaufe meinen astra,850,2016,,2016-04-02 04:16:57
opel,Opel Astra 2.2 16V Coupe wenig km,3250,2001,,2016-04-05 11:49:14
opel,Opel Agila,4500,2009,,2016-03-26 14:46:29
opel,Opel Zafira 1.9 CDTI Edition 7 Sitzer  Navi  PDC  AHK,5990,2007,,2016-04-05 11:45:44
opel,Opel Insignia 2.0 Aut. Cosmo   alles ausser Leder!,15495,2010,,2016-04-06 09:17:39
opel,Opel Astra 1.7 CDTI Caravan DPF/ Tuev bis 01.2018,5999,2008,,2016-03-26 07:46:07
opel,Opel Kadett E GSi,2500,1990,,2016-04-07 00:16:58
opel,Opel Astra F 1 6,450,2017,,2016-03-25 19:16:37
opel,Opel Tigra 2jahre neu TÜV in guten Zustand,1350,1998,,2016-04-07 03:46:36
opel,Opel ASTRA F   TÜV BEKOMMEN AM 29.02.2016,999,1993,,2016-03-09 11:16:40
opel,Opel Vectra 1.8,1799,1999,,2016-03-23 12:56:08
opel,Opel Astra Twin Top 1.8 Endless Summer,10490,2009,,2016-04-06 08:15:36
opel,opel corsa b,400,1995,ja,2016-03-29 14:17:10
opel,Astra Cabrio voll,4050,2004,,2016-04-06 22:45:53
opel,Opel Corsa B,299,1998,,2016-03-27 16:47:06
opel,Opel Corsa 16V,900,1997,,2016-04-06 19:16:37
opel,Opel Corsa Energie neuwertig Magma Rot,8400,2014,,2016-04-05 21:44:40
opel,Opel Corsa B 1.4 X14XE Sport  Umbau  Tausch moeglich,0,1997,,2016-04-05 11:50:40
opel,Opel Zafira 1.8 Njoy,3750,2004,,2016-04-05 23:16:11
opel,Opel Vivaro 2.5 CDTI L1H1 Life,18999,2011,,2016-03-31 07:44:26
opel,Opel Astra,990,1994,,2016-04-06 05:16:50
opel,Opel Astra Kombi Caravan,1995,1999,,2016-04-05 16:45:24
opel,Opel Astra 1.6 KLIMA TÜV 12/ 16 KEINE ROST,850,1998,,2016-03-15 09:15:36
opel,Opel Zafira 1.8 Edition 111 Jahre,10499,2011,,2016-04-05 11:50:07
opel,OPEL  CORSA C,1800,2005,,2016-04-06 01:17:36
opel,Opel Vectra CD,1599,1992,,2016-03-12 19:47:31
opel,Opel Astra GTC 1.9 CDTI DPF Sport  unfallfrei,4690,2006,,2016-04-07 02:46:03
opel,Opel Vectra 2.2 DTI Caravan Elegance,3799,2005,,2016-04-07 11:17:59
opel,Top zustand,6000,2017,,2016-04-06 14:17:01
opel,Opel Corsa A Swing 1.0,250,1991,,2016-04-06 07:17:24
opel,Opel Corsa D Ecoflex 1.0   12V,4300,2009,,2016-04-05 12:20:47
opel,Corsa b mit TÜV bis Dez,490,1995,,2016-03-28 20:43:43
opel,ich verkaufe eine Opel Movano 2 8 Diese anlasser defekt,1250,2001,,2016-03-24 17:51:02
opel,Opel Astra 2.0 DTI Caravan Njoy Navi Klima Alufelgen,999,2004,,2016-04-01 23:11:35
opel,Zwei Corsa b,300,1993,,2016-03-24 09:18:13
opel,Opel Insignia 2.0 CDTI Aut. Sport,16999,2012,,2016-04-06 21:18:55
opel,Opel Zafira,5500,2009,ja,2016-04-07 10:16:42
opel,Oldtimer Opel Rekord Olympia Coupé,2990,1956,,2016-03-21 22:56:01
opel,Opel Astra 1.7 CDTI DPF,4800,2008,,2016-04-06 18:44:44
opel,Opel Astra G CC  guter Zustand von Privat,1500,2001,,2016-03-06 16:41:45
opel,Opel astra Caravan 1.9 schwarz,2600,2006,,2016-03-28 21:44:46
opel,Astra kombi 1.9 CDTI,4800,2006,,2016-04-03 09:46:24
opel,Astra F Cabrio 1.8 16V Bertone,1200,1996,,2016-03-29 01:17:34
opel,Opel Corsa B 5 Tuerig TÜV  AU 9/16,350,1992,,2016-03-28 14:50:39
opel,Opel Corsa C   Gepflegtes Fahrzeug,1299,2016,,2016-03-16 23:16:36
opel,Opel Astra g cc 75 PS Klima mit TÜV,999,2001,,2016-04-02 12:40:14
opel,Opel Kombi,1500,2006,,2016-04-06 01:46:40
opel,Opel Astra F 1 4 er TÜV 07/17,850,1997,,2016-03-29 06:46:36
opel,Opel Corsa 1.0 12V Njoy,1300,2002,,2016-04-01 15:46:20
opel,Opel Tigra Twin Top 1.8,4900,2017,,2016-04-07 00:17:35
opel,Opel Insignia 1.6 Turbo Sports Tourer,14000,2009,,2016-04-06 22:44:37
opel,Opel Vectra 1.6 Caravan Edition 2000,1849,2000,,2016-03-22 01:45:25
opel,Opel Corsa 1.3 CDTI,3650,2007,,2016-04-06 17:17:46
opel,Opel Corsa 1.0 City  tausche gegen quad Autos,350,2000,,2016-03-29 23:17:39
opel,Opel Astra 2.0 DTI Caravan,550,2000,,2016-03-15 23:45:39
opel,Opel Astra 1.6 Caravan Selection,2350,2002,,2016-04-05 19:16:47
opel,Opel corsa,0,1999,,2016-03-16 17:50:57
opel,Opel Astra 1.6 Caravan Comfort,990,1998,,2016-04-04 06:44:39
opel,Opel Astra 1.7 DTI,750,2000,,2016-03-16 02:46:03
opel,Opel Astra Caravan,799,1996,,2016-04-06 21:46:31
opel,Opel Zafira 1.7 CDTI ecoFLEX Edition 111 Jahre,8600,2010,,2016-03-14 08:45:57
opel,Opel Vectra C 1.8  Kombi / Edition,0,2006,ja,2016-03-08 16:52:55
opel,Verkaufe mei,1350,2001,,2016-04-06 20:47:23
opel,Opel Corsa 12V City,899,1999,,2016-04-05 19:18:23
opel,Opel Corsa C 1.3 CDTI,2650,2005,,2016-04-07 01:44:46
opel,Opel Mokka 1.6 CDTI 4x4 Innovation Schiebed Vollausst,23300,2015,,2016-03-29 12:46:47
opel,Opel Astra CC,90,1997,,2016-04-06 11:45:33
opel,Reserviert bis morgen12.00uhrOpel Zafira A,1150,2000,,2016-03-26 18:48:07
opel,Opel Astra   Ersatzteilspender,99,1996,,2016-03-23 03:19:31
opel,Opel Zafira 1 8 Comford,1500,1999,,2016-04-07 04:45:58
opel,Opel Meriva 1.7 CDTI,3500,2005,,2016-04-05 13:17:04
opel,Opel Astra gcc 1.6 16v,1700,1998,,2016-03-16 04:16:36
opel,Opel Kadett E cc GSI Optik restauriert Rostfrei,550,1991,,2016-04-07 02:47:02
opel,Opel corsa b,550,1998,,2016-04-01 06:45:36
opel,OPEL CORSA 1.0 EDITION TECHNIK  ELEKTRO  SICHTPAKET,4599,2017,,2016-03-26 08:18:32
opel,Opel Vectra 2.2i 16V Sport Irmscher Xenon Teilleder,2750,2002,,2016-04-03 18:44:54
opel,Opel Corsa 1.0 12V,2400,2005,,2016-04-05 19:17:18
opel,Zafira B ohne Dachreling  silber mit Winterreifen auf Stahlfelge,3500,2007,ja,2016-03-28 00:46:53
opel,Verkaufe einen Opel Corsa B 98er Baujahr,199,1998,,2016-03-20 19:47:19
opel,Opel Astra 1.6 Scheckheftgepfelgt,1550,2000,,2016-03-29 22:15:43
opel,Opel Corsa B 1.2 16V,350,1999,,2016-03-11 12:17:13
opel,Opel Agila  unfallfrei  *** TÜV NEU ***,1150,2000,,2016-03-14 05:45:43
opel,Opel Corsa B 1 4L Tuev 21 Monate!!,555,1996,,2016-03-15 20:53:28
opel,Opel Corsa 1.4 Color Edition mit OPC Line und vielen Extras,8750,2010,,2016-04-06 23:46:01
opel,Opel Corsa 1.8 16V,1880,2004,,2016-03-28 01:45:04
opel,Opel Tigra 1.4i 16V,548,1997,ja,2016-03-10 03:15:42
opel,Opel Vectra 2.2 GTS,2800,2003,,2016-03-26 20:47:26
opel,Opel Omega zum Auffahren oder Bastler,600,1998,,2016-03-28 22:15:50
opel,Opel Astra Coupé,1400,2000,,2016-03-07 15:45:39
opel,Opel Tigra Twintop TÜV NEU! ZAHNRIEMEN NEU!,3290,2018,,2016-03-15 23:45:23
opel,Opel Corsa 1.2 16V Comfort,1190,2000,,2016-03-20 15:47:16
opel,OPEL Kapitaen Restaurierungsobjekt Scheunenfund,3500,1960,,2016-04-06 11:44:28
opel,Opel Corsa 1.8 16V,2200,2004,,2016-04-05 22:16:03
opel,Opel Astra 1.9 CDTI Caravan DPF Innovation,7300,2008,,2016-04-07 09:16:14
opel,OPEL ASTRA H KOMBI 1.8 LPG MIT AHK,2499,2005,,2016-04-01 18:55:40
opel,Opel astra f caravan vk oder tausche,0,1996,,2016-04-01 16:36:03
opel,Opel Astra G CC 3 tuerig,1500,1999,,2016-03-19 06:17:15
opel,Opel Vectra 2.2 GTS,1500,2004,ja,2016-03-30 20:43:44
opel,Opel Astra G mit Leder aus 2. Hand,1100,1999,,2016-04-05 19:17:07
opel,Opel Corsa   B,100,1994,,2016-03-30 17:47:36
opel,Opel Corsa B D 1 6L Diesel   Klima TOP ZUSTAND,1900,2000,,2016-04-06 04:15:19
opel,OPEL VECTRA EDITION 100,1588,2000,,2016-03-14 14:17:05
opel,Opel Corsa Tuev neu,900,1999,,2016-03-14 12:54:47
opel,Astra H Caravan Sport 2.0 Turbo,4450,2018,,2016-04-02 09:44:41
opel,Schoener Opel Corsa,4300,2016,,2016-03-31 04:18:15
opel,OPEL CORSA VIVA 1 2 ** TÜV 06/16 ** SCHIEBEDACH ** SPARSAM **,440,1996,,2016-03-28 15:45:44
opel,Opel Zafira 1.7 CDTI  7 Sitzer  11/2017 TÜV,5900,2017,,2016-04-01 11:44:58
opel,Opel Corsa,300,1999,ja,2016-03-23 06:44:39
opel,Verkaufe den guterhaltenen Opel signum  opc 3 0 v6  cdi,2500,2005,ja,2016-04-01 02:44:43
opel,Opel Vectra B 16v no i500 opc turbo,0,1996,ja,2016-04-07 07:15:51
opel,Opel Tigra,1100,1998,,2016-04-05 22:15:24
opel,Opel Signum 2.2,2500,2004,,2016-03-26 07:45:42
opel,Opel Astra 1.4,2990,2004,,2016-03-22 05:17:44
opel,Opel Astra 2.0 DTI Caravan Njoy,2550,2004,,2016-04-05 22:18:28
opel,Opel Omega Caravan 2.2 16 V,2490,2000,,2016-04-06 04:45:46
opel,Opel Corsa c 1 2 16v,0,2005,,2016-03-12 14:53:06
opel,Opel Vectra Kombi,650,1998,,2016-03-19 08:47:34
opel,Opel Vectra B Tausche/Verkaufe,900,2002,,2016-03-31 13:15:55
opel,Opel Astra 1.6 G Caravan,1150,1998,,2016-04-06 18:47:04
opel,Opel Vivaro 1.9 CDTI L2H1 6 Gang LKW Zulassung Lang,3100,2003,,2016-04-06 23:06:16
opel,Opel Corsa 1.2 16V + Autogasanlage  Stargas ,1999,2006,,2016-03-08 15:16:26
opel,Verkaufe meinen Opel Astra,850,2018,,2016-03-17 08:15:35
opel,Opel Astra 1.7 CDTI Caravan DPF,5850,2009,,2016-04-07 14:56:12
opel,Astra OPC caravan 200PS SCHWARZ,3300,2005,ja,2016-03-28 08:15:34
opel,Opel Vivaro 2.5 L1H1,2000,2005,ja,2016-04-04 13:45:35
opel,Opel Insignia 2.0 CDTI Aut.,13000,2009,,2016-03-14 09:46:32
opel,Opel Astra 1.6 ENERGY,15000,2014,,2016-04-07 04:44:31
opel,Opel Corsa 1.2 Scheckheft / Tuev neu,4500,2009,,2016-03-26 03:16:32
opel,Opel Zafira Family 1 8 Euro easytronic  7 Sitzer,13950,2013,,2016-04-05 20:16:39
opel,Opel Astra  Rentnerauto ,600,2017,,2016-03-14 15:18:02
opel,Opel corsa b tuev bis Januar 2017,450,1996,ja,2016-04-06 09:46:57
opel,Opel Corsa 1.2 16V Edition Lenkradheizung TÜV Klima,3500,2007,,2016-03-24 16:44:45
opel,Opel Astra Caravan,550,1992,,2016-03-12 14:15:29
opel,Opel Zafira 1.8 Leder AHK ALU,1800,2003,,2016-04-02 12:43:16
opel,Opel Astra automatik,300,1994,,2016-04-03 11:50:01
opel,Opel Corsa B 1.2,200,1995,,2016-04-06 07:44:31
opel,opel corsa 1 2l 16v 65ps tuev neu3 2018,890,2018,,2016-03-27 11:46:04
opel,Opel Corsa B mit 2 0l 16V C20XE Motor 150PS Umbaupaket,1200,2016,,2016-03-31 13:50:39
opel,Opel Zafira 1.9 CDTI Cosmo,3600,2006,,2016-03-29 15:45:12
opel,Opel Corsa,1000,1995,,2016-04-06 01:16:01
opel,Ich biete hier opel meriva,2800,2016,,2016-03-20 03:18:30
opel,Opel Corsa Diesel,550,1999,,2016-04-07 04:46:57
opel,Opel Zafira 1 8 16V Edition OPC Klimaaut. Xenon PDC 2Hd abn. Ahk,5499,2004,,2016-04-05 12:17:32
opel,Opel Vectra Caravan 1 6 16v TÜV 06/17,850,1998,,2016-04-04 15:16:31
opel,Opel Corsa,870,1997,,2016-04-06 22:44:48
opel,Opel Vectra 2.0 Caravan CD Klima TÜV 01/17,699,1997,,2016-03-23 07:50:38
opel,Opel Astra,1300,1999,,2016-04-05 23:17:33
opel,Opel Astra 1.6 Caravan   8 fach Bereifung  CD70 Klima,3990,2005,,2016-04-02 21:45:42
opel,Opel Corsa D 1 3 CDTI Catch me Panoramadach,5450,2007,,2016-04-07 06:44:43
opel,Opel Astra 1.6 Comfort,1100,1999,,2016-04-05 20:16:14
opel,Opel Corsa 12V Swing  Tuev 8/2017,990,1999,,2016-04-05 20:17:06
opel,Opel Astra 1.6 Kombi,200,1995,,2016-04-05 09:46:15
opel,Opel Agila 1.2 16V Njoy,2599,2002,,2016-04-07 00:46:21
opel,Opel Astra 1.8 16V Coupe  TÜV 02.2018 ,2250,2001,,2016-03-26 00:45:31
opel,Opel Corsa,250,2016,,2016-04-05 18:17:17
opel,Opel Astra Twin Top 2.0 Turbo Cosmo  TOP AUSSTATTUNG ,11500,2006,,2016-04-05 16:47:03
opel,Opel Astra twinport 1.6,3500,2018,,2016-04-04 02:45:30
opel,Opel Zafira 1.9 CDTI Cosmo,2800,2005,,2016-03-16 23:23:11
opel,Astra G Sportive Bj. 1998 mit TÜV / Motorprobleme!!,599,2017,ja,2016-03-17 14:15:28
opel,Opel Corsa B inkl. Winterraeder auf Alu,499,1997,,2016-03-25 16:37:24
opel,Opel mit tuev,200,2016,ja,2016-03-24 20:16:08
opel,Opel Astra F Schlachtfest,1,1999,,2016-04-07 03:45:38
opel,Opel Zafira 1.6 benzin und gas,2600,1999,,2016-04-07 11:15:58
opel,Opel Vectra B 1.8 Liter 16 V     Motor X18XE   115 PS,150,2000,,2016-04-07 12:16:38
opel,Ich biete Meine tunning Tigra.,1500,2016,,2016-04-02 11:50:40
